pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95
SKW26	-0.0819611381694	0.0238451249737	-0.0701620701009	0.0242815380718	-0.0797187787696	0.284919758139	-0.251768532208	0.0344199715581	-0.163898179793	0.164763638537	0.0563401487167	-0.0283945031992	0.15633147867	-0.0342419805128	0.0409209870951	-0.0437880041826	0.11499880144	-0.0272203932394	0.0606833702701	-0.031060742367	0.0684972405975	-0.0740291230601	0.126660903133	-0.118848395898	0.00863996822295	-0.00292287985978	-0.054873544803	0.0510808006813	-0.0478459387296	-0.00945471383458	0.0248927120035	0.0476014225009	-0.0553920755064	-0.0191044555361	0.114825871805	0.00382331292989	0.051057496447	-0.0216630205993	-0.0179287132625	-0.00729541699124	-0.0442780513489	-0.000744527616436	-0.00474938338243	0.0415920910127	0.00075056369734	0.0020467210741	-0.0391193983373	-0.0625505412726	0.0101282845247	-0.0269890009045	-0.0333097628716	-0.0157005388829	-0.00866135524434	0.000600073545519	0.0111433645444	0.0220871645262	0.0501341985678	0.0116944424796	0.00566789252115	0.0137438525171	0.0352755016487	-0.00432915484533	-0.00212742188502	-0.000187258148708	-0.00758211884204	-0.0238584612751	-0.00894794427431	0.0148580249324	0.000843376443615	-0.00746390677716	0.0123195874854	-0.0119249239146	-0.0135895010276	0.0104517845163	0.00280632658516	0.00736792655028	0.00299576211965	0.013233769584	0.00212192320156	-0.00134071996057	0.00578127308471	-0.00181582841563	-0.00679936417183	0.00852375550601	-0.00426088788208	0.00268189847933	-0.00819147628433	-0.00908978056558	0.00210088866672	-0.00383328763797	0.000401994348717	-0.0020143722761	0.000811435754094	0.000117852145481	5.95555518154e-09
SKW59	-0.0831148784185	-0.187216987241	0.0713154925955	0.116073237095	0.00196881237515	0.0255386971512	0.0183440582835	-0.288395701758	-0.248851330641	-0.246531050583	0.0392449535168	-0.0677480355572	0.0534218641272	-0.0528629364765	-0.038847983006	0.0931836451826	-0.0673913383853	-0.0335216417989	0.0040764442834	-0.0158603611507	0.0752544495774	0.00959268310566	-0.0867842756648	-0.0106069202063	-0.0328339080808	-0.0499966944719	-0.216355000378	0.040052311087	0.0795960716033	-0.1075419112	0.000139259243489	0.0114531036083	0.0863594816075	-0.0793503157354	-0.0218839906208	0.0859162683639	-0.00704826713268	0.102910239359	-0.00783617334378	0.00644759817719	0.0082774594936	-0.0693220184012	0.0247512492187	0.0193691176249	-0.00717173329529	-0.0117066584762	0.00238870628724	-0.00787783718387	-0.00682944701137	0.00146894553817	-0.00255660563149	0.00302908804985	0.0104591652556	0.00939596791564	0.0125312684651	-0.00765449232805	0.0110230647376	0.00850547723817	0.0018117683789	-0.00174259629344	0.00464071200436	0.013922492835	-0.00582376274342	-0.00439971171658	-0.0113260165201	-0.00728473190398	0.00268932614765	0.00176678171766	-0.00278478699075	-0.00843559345273	-0.00888251588091	-0.00445620277687	-0.00508048162346	-0.00112848832135	-0.00166983262622	-0.000240365175979	-0.00558960621262	-0.00500919331916	0.00561932881798	-0.00087181212594	-0.00406110932812	-0.00174826974973	-0.00110121477586	-0.00455699351164	0.00225897077952	0.000494957621048	-3.19987782523e-07	-0.00390321641385	-0.000232808421021	0.00148859903747	-0.000588473606192	5.46559852691e-05	-7.1751367801e-05	3.94346153491e-05	5.95555518154e-09
SKW40	0.295477456139	0.108386109412	0.0521459836289	-0.0578507130476	-0.0554092994627	-0.000332539297631	-0.0531694245603	-0.00863516102582	0.029369959527	0.049761541108	0.100101523657	-0.091433424593	0.122909639196	-0.0611672503235	0.105184536191	-0.0379152718741	0.014808595524	-0.12050447564	-0.011774265091	0.0135569465973	0.0673195305024	-0.0619973493104	-0.0486152159285	0.0243731247914	-0.0436417313824	-0.0576964397574	0.0123334837027	-0.0154413856445	-0.0659850864003	-0.00196572592592	-0.000992385870236	-0.00730310952793	-0.00688946705206	0.0403033611314	0.00594724204977	0.0578772206226	0.0193566189138	-0.00267387100126	0.0031468295067	0.0546179111548	0.0228432346306	-0.00754672462465	-0.0155882712954	0.0206454185475	0.0571819280573	0.0291840100395	0.0236740736238	0.0117048728055	0.0236319969808	0.000715903389143	0.00175147177493	0.0206410150124	-0.00501244680087	-0.0174386100537	-0.0484441967045	0.00438185779752	0.00149795416628	-0.0277319689512	-0.000864845659957	0.00378789435778	0.0141568815052	0.00131217612545	0.021031950461	0.0311768286107	-0.00363658315716	0.0471364851927	0.00602049578754	0.00396533841407	0.0185269370318	-0.0244175803768	0.0184247318888	-0.0251282266671	-0.0233403074196	-0.021338909425	-0.0216867475751	-0.0133907220724	-0.00407592068116	-0.00983055751026	-0.0216706101823	-0.00670711394767	-0.0144832649	-0.00805896400891	0.00143930427514	-0.0185787332714	0.000348915579282	0.000941694826274	0.0153870462095	0.00222908654406	0.00822460457894	0.00329749239327	0.00363857447317	-0.00357223747037	-0.00134407873121	-0.00188071496147	5.95555518164e-09
SKW81	-0.416567358256	0.123385650225	-0.0463986340887	-0.0473338283654	-0.0361860257003	-0.0552763416814	0.26181899848	0.0177281254468	0.0269391000654	0.0952989383654	-0.0205507591754	-0.173479839256	-0.0466818423794	0.118915793141	0.0645084002184	-0.00823265787251	-0.0216730589719	0.0585417613763	-0.000426591555874	-0.0138210832552	0.0442000787078	-0.00539385919628	0.0186765327042	-0.0660995141357	0.0388972525277	-0.0249827125001	0.029117094316	0.0297109099649	0.00970069939302	-0.00880513591286	0.028141304102	0.033197281816	-0.00805125579158	-0.00858313247047	0.0433879628181	0.0666545109203	-0.0543516448377	-0.00238270417613	-0.0149896611654	0.0145222688175	-0.0444109912247	-0.00653009708359	0.0413050408708	-0.0302806150271	-0.0191942672632	-0.0253879460022	0.0121028466422	-0.00590145148658	0.0396941276509	-0.0107911679897	0.00518227564278	-0.00387545687578	-0.0106528712796	0.00188800104169	-0.0150420141396	-0.00952304497517	-0.0104853703732	0.0446077750882	-0.0295902686971	0.0651487431664	-0.00630655387998	0.00250705284255	0.00953638110838	0.000718017019874	0.0575718511022	0.0368567445688	0.00738538772569	0.014916406133	0.0171370869014	0.0211832958034	-0.0383272135502	-0.00843683232736	-0.00861173204394	0.00201712374307	-0.00265624800952	0.00490658530759	-0.0167488506173	-0.0209312543483	-0.000866680381632	0.0082097734667	0.00252159689425	0.001921894005	0.0104994842198	0.00484018210755	-0.00182157611414	-0.00944337579405	-0.00633361840903	-0.0106578104654	-0.000189178383208	0.00552939936775	-0.00607721977372	-0.000939174894516	0.000244788358827	-0.000794217734754	5.95555518157e-09
SKW39	0.30592095588	0.195404886178	0.0866594517429	-0.00267912500759	-0.0180303796467	0.0106253749784	0.000233703108273	-0.0135356286069	-0.0177853374047	0.0712027103769	0.0264580772931	-0.0915188566732	-0.0223701356588	-0.0974254590309	0.00121027678885	0.0206491767997	-0.000338070809334	-0.00938845676225	-0.0698047011879	0.0615074770077	0.0918303489543	0.0554389222606	-0.104743120512	-0.0281335389232	0.0524194024753	0.0572633835672	0.0771254656739	-0.0153357555601	-0.114958666441	-0.0450822428207	0.0467517690089	0.0199868399289	0.0112112177917	-0.020512035689	-0.0352161770023	0.029233982526	0.0130845890782	0.0308942510759	-0.0722235785417	0.0299448282247	0.0213570600084	0.0424064221773	-0.0198865570589	0.0214641441202	0.0196324242274	0.0423359598043	0.0393731963484	0.00737042154671	0.000330810737236	-0.103887024996	0.0523336571619	0.00478074289641	0.00101607095234	0.0100224193149	0.0609780379013	-0.0268619869093	0.0141856285782	-0.0241665825629	0.00985831504072	-0.0114401029554	0.00518287315954	0.0141541902799	0.0301166366297	0.00116456194382	0.0136254364055	-0.0163760479206	0.01113229062	0.015958907054	-0.0110370017635	0.0229196306421	0.0134335249338	0.0228620617911	-0.00188771687796	0.017406280407	-0.00757999462955	-0.0138386309863	0.00528553425911	-0.00565115942142	0.0192551519158	0.007759101856	0.00572716186284	0.000895174999257	0.00275816156107	0.00449027217299	0.00507576910329	0.00211758852056	-0.00897133575331	0.000911836507433	-0.00192332102155	0.00202750504067	-0.00285269079197	0.000492366297642	-0.000361792969011	-0.000229857596723	5.95555518155e-09
SKW38	0.324969549574	0.296306386321	0.144236933276	-0.0261735509761	0.0179751695033	0.0561791670369	0.017570065168	0.0108949821799	-0.0156914413819	-0.00567980169585	-0.0139369745126	-0.0273281193551	0.00352093812857	-0.0301645260452	-0.0251351343196	0.00992196780299	-0.00932753210552	-0.0143189217586	0.0296076534289	0.0454201005209	0.0461944483339	0.0128126701605	-0.0649300011017	0.0112134123762	0.038972076055	0.0372139648303	-0.0273493894965	0.00110884096343	-0.0433332557642	-0.0229025216022	0.0383744788659	0.0399837973603	0.00116286095716	-0.000852948761582	0.0354629223871	0.0357787735163	-0.0528321585785	0.030221890154	0.0274795653231	-0.00385911346387	0.0276771831186	0.00693347983922	-0.0139390277701	-0.0407435854223	0.00457053929808	-0.0130330848957	-0.0108235299016	0.0403559178836	0.0270034189284	0.000486140397703	0.00155215358199	-0.0453896921873	-0.00988322727224	0.0112000947888	-0.021318074482	-0.00726955805178	-0.0500208352452	0.0306252871979	-0.00980750374255	-0.017029324321	0.0300726712564	-0.00908622576096	-0.0185166561447	-0.023315860421	0.00228961030042	0.0247704347997	-0.0380751781131	0.0410751117259	0.00679421324913	0.0191901190357	0.021981535988	0.0146493432458	-0.000493375909928	0.00605704162991	0.00796385054212	0.0285007123663	0.011638327803	0.0306810280111	-0.0202455637778	0.00190895216979	0.014791913125	-0.0182684047221	-0.0256222566715	0.00611033126693	-0.00460414756169	-0.00984504012269	0.0113140048576	0.0105009023732	-0.00218306166	-0.0026306465138	0.000921712666167	0.000586264403316	0.00125548746607	0.000733875142012	5.95555518151e-09
SKW94	-0.468426688583	0.279706050318	-0.034813650702	-0.0373883591513	0.0456232483345	0.053822960707	-0.0792821894726	-0.0368610593396	0.0507804076717	-0.0519281212082	-0.00451062958597	0.0893845316536	-0.0535953513144	-0.0440569210293	0.0405350574172	0.0233096702401	0.0991781346472	0.0151071728952	0.0227246605199	-0.0504781863108	0.00853536917331	-0.0338579975351	0.00410018906979	-0.00284354209879	0.0153320653463	-0.0158376650805	0.0048289967348	-0.0321647462017	0.0150724369135	-0.0196451094069	-0.00942285246057	-0.00616328787309	-0.0113531891861	0.0152622419058	-0.0161246282291	0.0157819229893	0.0326074811834	0.0107297749327	-0.0113279112189	-0.0352701614287	-0.00241069166783	-0.026680638422	0.066231194617	0.00302777874993	0.00327698624213	0.0336882186142	0.0269318933433	0.0373647921247	0.010978027241	-0.0462554508821	0.00449617677068	0.0022982340682	-0.0158494467134	0.0104421617933	-0.0363495622526	0.040370992504	0.00232410016987	0.00129537471468	-0.0130502743641	0.00603696488386	0.000900203398805	0.0147679201906	-0.00899889958707	-0.00961278038633	0.0234866121321	0.0154305789273	0.0123251764854	-0.0175922604617	-0.0187366904462	-0.0289847313702	0.00369844947995	0.0318086189696	0.0019274787424	0.00243776701342	0.027119869514	0.00622128842909	-0.0153623497023	0.00788620592283	0.0157157106724	-0.0270477423427	0.0169654799	0.000600504007444	0.00608435206185	-0.0131081391732	-0.000393161830538	-0.0120148774338	-0.00924009081189	0.00812468993389	-0.0151371990501	-0.00842509174737	0.0143808781355	-0.00367672115525	-0.000628048219389	-0.00127298414056	5.9555551816e-09
SKW54	-0.111884735749	-0.224721958424	0.0849861090604	0.098444288396	0.0146974466641	-0.0231375714788	-0.0168540028978	-0.217024545326	-0.18474393401	-0.185428767402	0.0675214352573	-0.119993092335	0.0038511976522	-0.0216216217898	0.0812023381373	-0.0757978580469	0.241249763205	-0.112126959919	-0.00190006296707	0.147535119054	-0.154285922697	0.189853159082	0.0322372327191	0.122218981635	0.0214065265966	-0.00624004252975	0.0532525006061	0.03309837184	0.0557069294473	0.0783147176406	0.0436655510717	-0.0437775408326	-0.0482505993966	-0.0418208377053	0.0739767698759	0.0302039514526	-0.0114051679696	-0.0812461601055	0.00432448881839	0.0551818031261	-0.00107491421595	0.0155970918292	0.0454532448531	-0.0491013400902	0.0075224066205	-0.00974187745208	0.00632464050511	-0.000133940040226	-0.0119420497224	-0.0135760465547	0.00580555178405	0.00604925717794	-0.00721108364731	0.00603481194575	0.00782056826645	-0.00466953355915	-0.00280382621125	0.0106383663173	0.0069825368415	-0.00331704137156	-0.00773224709827	0.0126123339945	0.00409423928612	0.00427452327411	-0.00473320995376	-0.000443886893281	-0.00202450634429	0.0128335328506	0.00186978689917	-0.00605840022664	0.00652311608731	0.00579048300471	-0.00630134736148	0.00186920047992	0.0030376389636	-0.00259193980013	-0.00197659197829	-0.000509908461556	0.000664912672822	-0.00221173125532	0.00215897318966	3.47526399257e-05	0.00273393116022	-0.00395226609682	-0.00195426326343	0.00353464630136	-0.000790984285511	0.000538971390999	-0.00151624773819	0.00100236017792	0.00154557766182	0.00136639898689	0.000155198236726	0.000615339612544	5.95555518151e-09
SKW47	0.10821640628	-0.267683191427	-0.117623907296	-0.394416462776	-0.0130177196275	-0.0261633481265	-0.115626309771	-0.0639709468928	-0.0024505067767	0.00970099465594	0.0286696690795	0.0819642878928	-0.0459952520242	-0.00919899041762	-0.0602665275002	-0.0117272422124	-0.0238462921763	0.0288690327641	0.0815627181346	-0.00304697884899	0.0260163609821	0.034412912872	-0.0111019029964	-0.0530514752437	-0.0578261543214	0.0451533643851	-0.056134436739	-0.0827705546261	0.041129820717	0.0303793790169	0.0567114913847	0.0188245512439	-0.0880356418614	0.0358410224645	-0.0022726474884	-0.0305314964393	-0.0128923837142	-0.000765510443358	0.0308243639372	0.0486231145971	-0.0170024068198	-0.0150314951443	-0.0656445731735	-0.0256515456822	-0.0601307295251	0.0219868070669	0.0158229649921	0.0186470810103	0.0146424304349	-0.0769949589236	-0.019951717434	-0.0521797271204	0.0108046161516	0.0102674170413	-0.00723150721335	-0.0361471629054	0.0206855971232	0.016518628619	-0.0131757313647	-0.0316406112698	0.0171640536712	0.0298466423392	0.0147893678103	0.00836213236533	-0.0113759488602	0.0143688508948	0.0053647462972	-0.0052057351771	0.00774042585307	-0.0181504214324	-0.0217358475896	0.00106456743345	0.0128551195297	-0.00347875427759	-0.00695087322575	0.0212955958098	-0.0109633488908	-0.0121468533546	-0.000578738006152	0.00264578787117	-0.0231577352607	-0.00226589216848	0.015006503477	-0.00852133377835	-0.00748426188921	-0.00318607814	0.00328819869607	-0.000780471965901	-0.000912357941729	-0.00227953550012	0.00213436901015	0.0032985033552	0.00177710520031	0.000936306435887	5.95555518148e-09
SKW63	-0.100035197597	-0.108566979221	0.0239911150913	0.0252136593544	0.0636393986658	0.0658232716968	0.10246306758	0.00407279805237	-0.280335844055	-0.0700446824703	-0.0230684029832	0.147993191563	-0.0388785167711	-0.289869248331	0.238852683049	-0.257080383573	-0.289918164497	0.152032416045	0.0176389868792	-0.00179071561961	-0.150506977006	0.0180962806193	-0.0998518742751	-0.0973676283311	0.026998761269	0.00980002634592	0.0617985577051	0.0505380738375	-0.0418614753929	0.0598423897178	-3.23796573372e-05	0.0112173736454	0.00606587585508	0.0342307744565	0.015046268285	0.0029308318871	0.00285641073008	0.00855933239496	0.00736318973839	-0.0122898088818	-0.00335867567157	-0.0179666284108	0.00878934312131	0.00706803862161	0.00319437033718	-0.00599098587348	-0.0010624827413	-0.0019193041616	0.00665319697817	0.00216808813125	-0.0157572185119	0.00238861776937	-0.0041883576105	0.00804763046276	-0.00166758112355	0.00855449616214	0.000636668516574	0.000296063807076	-0.00417088487653	-0.0018634643102	-0.00161956689445	-0.00103848310752	-0.000117356095161	-0.000179084178215	-0.0012365427314	-0.000767382136842	-0.00126338791643	-0.00134113387307	0.000646568885824	-0.007079461835	0.00163574989069	-0.00243794057788	-0.00161770999947	0.000617947194758	0.00213473505817	-0.000265833782385	-0.000519181313215	-0.00127410188804	-0.00140592133592	-0.000619514304483	-0.0012637132787	0.00065889329696	0.000219472697542	0.000763694049106	-0.00125783035928	-0.0010774953138	-0.000505369035198	6.1927403908e-05	-0.000301561631407	0.000864308256061	-0.000440089236893	-2.93081782391e-05	2.17575182553e-05	-0.000115147520285	5.95555518155e-09
