pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91
SKW122	-0.0431900970458	0.241909390307	0.0759690567235	-0.14788471782	0.0395195865464	-0.0253235510618	0.00677840200566	-0.164037208066	0.102449215689	-0.0342129817877	-0.0364238208419	-0.0070119961711	0.0602108656603	-0.0674508901182	0.0549795232201	0.0581538662882	-0.0334569713288	0.0100678443438	-0.129613819262	-0.00803689926843	0.00493032657854	-0.0556729343372	0.0285113750334	0.0550278986842	-0.0310657516036	-0.00831747116969	0.0170832119681	0.0346773832369	-0.018521037718	-0.00733641009806	0.00373150729559	0.0150049042896	-0.0117706932896	-0.0240978070427	-0.00542100879812	0.0771680806396	-0.0231820718433	0.0111687960892	0.0210800445859	0.0487549199794	-0.0363846699773	0.0151034651187	0.00954449808883	-0.000581414800745	0.000984314976887	0.0163534894006	-0.033079117907	-0.0129288672753	0.00695237024123	0.035248256659	0.0242661304661	-0.0242589790292	0.0164793284921	-0.0071087056667	-0.0117752983172	-0.00227120566198	-0.00248251868275	-0.0213546578504	-0.00748572931097	0.000926489776117	0.0133130064066	-0.0121467207216	-0.00835422443121	0.0171537841432	0.00759982079409	-0.00103860488255	0.00182663575133	0.00924355048759	0.00753964231941	0.00909781429192	0.0128424420054	-0.00389087909774	-0.006936482907	0.00338930124994	-0.00943959629279	-0.00127361082452	-0.00820723309459	0.000637490788157	0.00219120174434	-0.000220748734145	-0.00115310669531	0.00109117165013	0.00312196788374	-0.00355799415134	0.00213768737636	-0.00193808907314	-0.000378615550155	0.00122571690009	0.00183424637631	0.00133049676988	2.45680031469e-09
SKW133	-0.359845769734	-0.305707203951	-0.123321831131	0.104237894332	0.0327025443828	0.00952669216032	0.0168478409065	-0.0143679248845	0.0183848783509	-0.0374430456074	0.0180322502914	0.059383777702	-0.0252418203247	-0.0207499911888	0.0295977767963	-0.0175849150719	-0.0393001859032	-0.0253363703585	-0.0170926541895	0.0254106694384	-0.024029749737	0.0118911384462	-0.00608211997863	0.0230608968267	-0.0105181599635	0.027196746533	0.00790380370695	0.00125236249514	-0.00306693642403	0.00147687303194	0.0239291927845	-0.00885305742129	0.0090846890769	-0.00421802554146	0.0222211346799	-0.00569371923802	0.0232376379224	-0.000987151418492	-0.000704486099581	0.0192567276136	-0.0138132003413	0.0192006649548	0.015708999797	0.0248301891604	-0.00358092627318	-0.00427369026445	-0.0168039026955	-0.00749752981851	0.00442246887543	0.0171501157853	-0.038413052736	0.0104695164387	0.0401359626828	0.00333539950703	-0.0173849942782	-0.00327222108289	0.0282609724757	0.0186713806299	-0.0472257086938	0.00544806708052	-0.00912017130856	0.00249062833785	-0.0189512081608	0.0039216355113	-0.00635927400146	0.0223643213759	0.0145306425237	0.0121608626249	-0.00734972634188	-0.0278047592675	-0.0296359015634	0.00476437284153	0.00826151185469	-0.0260570263836	0.0172127903529	-0.00560806369156	-0.00692624253626	-0.000801617379348	0.00234358736129	-0.00700346449574	0.00345036896708	-0.00212199423783	0.00472402072466	0.00131261416371	0.00012767595877	-0.00385360616667	0.00137107885212	0.00252408329059	-3.34431855136e-05	0.000198656027441	2.4568003147e-09
SKW17	0.0353344743969	0.0927811682684	-0.596285484538	0.140337665893	-0.365730451542	-0.455067124924	-0.158522141873	-0.107659987342	-0.00347519244402	-0.0112848120055	0.0377738509092	-0.0968782845512	-0.036180317898	0.0665305532496	-0.00273823736885	0.0138154690933	-0.00441619862126	-0.00256722436228	0.0161063502611	-0.00238644538516	-0.00127487541333	-0.0156191677917	0.0371933947005	3.79345106596e-05	0.000841673993745	-0.0191094588225	0.00824299690131	0.00224298528563	0.0114087331679	0.00416286303023	0.00183555670235	0.00767606933028	-0.0132716811286	0.00236657839653	0.00104130430825	-0.00369564782601	-0.00205798830553	-3.00139134502e-05	-0.00480630711459	-0.000901587880531	-0.00161582992312	0.00724746580501	-0.000528979971722	-0.00684908924224	-0.00251618212203	-0.000845600824775	-0.0110818570535	0.00148344304398	0.000596572113194	0.000250256061962	0.00930845186616	0.00165002758724	0.00134639213248	0.000747219948802	0.0012002402218	-0.00327873950123	0.00384717945598	0.0024693400885	-0.000644006580267	0.000720576914333	0.000809116051588	-0.00371619063525	0.00425782822095	0.00116605332586	-0.000955197292966	-0.00286304663672	3.15664560057e-05	-0.000464824301458	0.00343818228744	-0.00230503522519	0.00157453338714	0.000361418613021	0.000861918344718	-0.00115686959532	1.02829510657e-05	0.000399956970747	-5.06654929191e-06	0.000519112594643	-0.000580769250353	0.000706343385664	0.000594542153583	0.000258392777965	-0.000269243407459	0.000374487729371	0.000290520825709	0.000418323532596	0.000162274632557	-0.000162441894794	-3.43113511573e-05	-3.01720692792e-05	2.4568003147e-09
SKW120	-0.138122487416	0.315213396615	-0.104861452232	-0.271024645088	0.036601705863	-0.0463665203288	0.0891106584413	0.0229957542951	0.2115973513	-0.074091641816	0.19149600799	0.0465877950033	0.0518410634534	0.0479799041804	-0.020178239341	-0.0678327853365	0.0188736846968	0.0840468079541	-0.00712694028588	-0.0581710907957	0.0312818886479	0.0122441024733	-0.0833063843424	-0.00990603785038	0.0143190034486	-0.0155938875318	0.0429630291967	0.0726028221212	0.0170047572335	-0.0521801406802	-0.00324929925389	0.0121231387099	0.0392498143416	0.0411883848277	0.0215576613262	0.0122534845152	-0.0141208092543	0.011405669572	-0.0259300914068	0.00773854039079	-0.00637268342141	-0.0158919438932	0.00394994110634	-0.00416341561313	0.028456731349	-0.00593850947254	-0.00545103313709	0.0159282638218	-0.00556462910529	-0.00992970908009	-0.0157218654016	-0.0148275278327	-0.0162984220814	-0.00322560659131	0.0141192589063	-0.00786551374922	0.0101866950906	0.0162462445025	-0.00588676044298	-0.0110968315138	-0.00673077477877	-0.00267623283127	0.00245389654413	0.000107172877375	-0.00835733668225	-0.0102739450877	-0.011871056349	-0.00628041019197	-0.00578325062971	0.00402356121277	-0.00817508989901	-0.00166497609711	-0.0047807586688	-0.0104689807216	0.0019784276495	-0.00110151576071	0.00288419863841	-0.00206990532299	-0.00160404958983	-0.000728235090594	-0.000677046061098	0.00201875992223	0.000426620858094	0.000366794661379	-0.00268349002786	0.000842737419788	-0.000513352364031	-0.00110377035104	-0.000130566916499	0.000137549034006	2.45680031469e-09
SKW152	-0.32030025928	-0.0980747164776	-0.056128989932	-0.16322827317	-0.0033170351737	0.0287523341648	0.00199277894557	0.0943232066588	0.037067674882	0.0523080406843	-0.0265724154241	-0.0340713002925	0.0951232574745	0.0467311756494	-0.0359738914266	-0.096674060069	-0.0565350982946	-0.0153572952925	-0.0184641536655	0.0118855210369	0.0386394217581	0.0349395274442	0.0719362476065	0.0336145154349	0.0202049899722	-0.0537948081527	0.0276933545643	-0.0242073169523	0.000160378664572	-0.0977361194225	-0.0199383622601	0.0245935541998	0.00907188968837	0.0453875361565	-0.0219809796678	-0.033409753219	-0.00577367136504	0.000811857156288	0.0191233355249	-0.0310929602401	-0.0130173579666	0.023592264349	0.0510504402002	0.0187004679608	-0.0513672002118	-0.00883351108318	0.0202694075765	0.0101093719036	-0.00618099146731	0.0137902147612	0.0283554642204	0.0213226970384	0.0178871657868	-0.00987795546452	-0.0170010291793	-0.0129577134799	-0.0130025125803	-0.0153920151367	-0.00280074872508	0.0022071599694	0.0220007273897	0.0100508387787	0.00173338677845	-0.0174574985352	-0.0116741611718	0.00336339845731	0.0141973995577	0.0145648704549	0.00228023285486	-0.0044812334123	0.00592659518761	-0.00478792950639	0.00300282625255	0.000150036597813	-0.00555554611674	0.00583433577472	0.0040454231398	0.000124999320323	0.000841342655421	-0.0019585545589	0.000363025115733	0.000890586716002	0.00262634969233	0.000752701174265	-0.000728582473095	0.000238924675057	-0.000200973686701	-0.000517694747491	-0.000263087114168	-0.00033344497997	2.4568003147e-09
SKW150	0.0279048547955	-0.112151474561	-0.0074457408617	-0.272301859079	0.0677022956165	-0.0452399328603	-0.0564846758537	0.0396216009817	-0.0536577557756	-0.0243316687089	-0.0205959641764	0.0622905504803	-0.037689641079	-0.0165694336225	-0.00439157487934	-0.0758736303508	0.0218501983628	-0.0508497082642	0.0257514939719	0.00488886745079	-0.0161603829179	0.0207638906488	0.00611715776319	0.0337916068719	-0.0174819261295	0.0096507212391	0.0158542502488	0.00137689754577	0.0287312527062	0.00412009870163	-0.00370235200844	0.0296581980882	0.00186079903517	-0.0179549328233	0.0131455302682	-0.00127389969143	0.0245630527469	0.015118964491	0.0232290977918	-0.0365673706737	0.0029378726632	-0.0163378420807	-0.00479935081704	-0.0796221602656	0.0178293872348	0.0291610379375	-0.0186727410041	0.00765458512975	-0.0113095982892	0.0105473722297	0.00607356583215	0.0359020784007	0.0189385774468	0.00413235095905	-0.0125630712962	0.05264942003	-0.0063512067517	-0.000500542190348	0.00649300421958	-0.00440689882723	0.00420558461699	-0.0259559514651	-0.0257838510483	0.0125509667118	-0.0128450851252	-0.0107260847974	-0.00985644909551	0.00271327613238	0.0154414817361	-0.00634603681262	-0.00353566700418	0.0140063262287	-0.0157488798776	-0.0102507001264	-0.00612372579512	0.00606922887557	0.00764182283178	0.00748845908757	-0.0031736572904	0.00578938052182	-0.000692114815122	0.00117401715668	0.000312595503347	-0.000912712879993	-0.00454773909118	8.38603642043e-05	0.000451217224355	0.000671281404498	0.00156027982805	-0.000577993144311	2.4568003147e-09
SKW159	0.00545124866026	0.203682449766	-0.469137842502	-0.410512526679	-0.198210552324	0.101287478356	0.320714246504	0.0995788734762	-0.130127451986	-0.0177238021538	-0.0085692272184	-0.0106581131923	0.0364612982355	-0.124481330189	-0.024860661129	0.0194701585481	-0.0352777031081	0.0512818881932	0.021094114328	0.0453895196658	-0.000246287484722	-0.0298303238875	0.0283683136902	-0.00204742528652	0.0405412963643	-0.00497574580989	0.0137083985276	0.0029274043304	0.0295877020959	0.0545148905277	0.0262205362538	-0.048115649551	-0.00892492326577	-0.00268991820476	0.0120654030575	0.000938047984124	0.0181677850409	-0.0175436574022	0.000938148920649	0.0101053892089	-0.00298357765162	0.0152636495003	-0.00549493714899	0.00316510381938	-0.0118435110222	0.0108066178121	0.00446679161295	-0.0133830714769	0.00765843035336	-0.00419709032962	0.000151397208491	0.000467262146812	-0.010883941655	-0.0044325166895	-0.00171012841067	0.00382985762227	-0.00145992584162	0.00275218873262	0.00895407439659	0.00299840380882	-0.00353986992329	-0.000760008524797	0.00432511105463	-0.00523081137989	0.00112017029299	-0.00321071514048	0.00400408759247	0.00434152233484	-0.00336441044846	0.00150685972953	-0.00395888365688	0.00519557517875	0.00168334260454	0.00369542425885	-0.00419456239691	-0.000259260671413	-0.00137086837242	-0.00248771162385	-0.000172566015331	0.00165339509735	0.00103350390048	-0.00111767585358	0.00200515660932	0.00057367230435	0.000247441152513	-0.00160640772303	-0.000382420308906	-0.000406643624482	0.000725985819623	0.000855189522389	2.45680031469e-09
SKW184	0.451343853179	-0.0614541023217	-0.0972610233822	-0.129465792543	0.0486082222953	0.00295816897583	0.0767412064309	-0.123381841655	-0.0231685692114	0.0905887704774	-0.0377662216303	-0.00311239114962	-0.035976153163	0.0398155234193	0.0581274245313	-0.0264794849092	0.0678750340515	-0.0330419905904	-0.196211102377	-0.00162407460918	0.0421276944869	0.0270689469893	0.00619206035684	-0.0197431293511	0.0076460342961	0.0186149889263	-0.0318828410165	-0.0295439234601	0.0585734768844	0.0344570404115	-0.00490814942836	-0.0174442818629	0.00149252788665	0.00732594242596	-0.00366291200556	-0.0401350169919	-0.0192055435335	0.0237025349637	0.00626377879434	0.0433328729086	0.0479651202416	-0.0316929426461	0.0180654088506	0.00885966759622	0.0100980348055	-0.0196875478244	-0.00848458938805	0.0364257652906	-0.017438516838	0.0217907459873	0.00327425550904	0.00666477000683	-0.00537386250245	-0.0175239772023	0.0230449900651	-0.00186981328039	-0.0159977916253	0.00101678073184	0.00265347748996	-0.014776786306	-0.0119598420154	0.0125745717761	-0.00395243862058	-0.00202274282858	-0.0179059174217	0.00225261564275	0.0141035347871	-0.00281785439015	0.00129572376016	-0.00969922822248	-0.00332402557991	0.00243435425706	-0.00602708485485	0.0024227735468	0.0118905233039	0.00436527982181	0.0057320242752	-0.00298189366354	0.00102782122569	0.00360264730759	-0.000503992231697	-0.00107178104081	-0.000464437311123	-0.00158155630319	0.000334422254157	0.00119378263273	0.000289979286622	-0.000122794551776	-0.00114062105316	-0.000475215531477	2.4568003147e-09
SKW165	-0.106795131892	-0.018017794293	0.0265565954911	-0.195627614637	0.0636348418989	-0.145125064884	-0.037666935465	-0.0506549381962	-0.126703528096	0.000572091453035	-0.0922465549857	0.0626124862056	0.0995014504657	0.00261715878599	-0.0263522279541	0.191213433128	-0.0324079761069	-0.01400994943	-0.0110289928742	0.00385905486781	0.10640357505	0.103437941301	-0.0583902914095	0.0158680975718	0.0117384975932	0.0831138505626	0.0493885680067	0.00549384889068	-0.026357203535	-0.0119281092968	-0.0336252270594	0.0184042834987	0.0226590665118	0.00101966327627	0.0179058074451	-0.00240640101874	0.0283787970138	-0.00703332057958	-0.0284616985962	-0.00812993914864	0.00277975910428	-0.00983599187761	-0.00454208199282	0.0319354582815	-0.00312465466627	-0.00478867163856	-0.00277295077572	-0.0151998233202	-0.000817518924526	-0.00832229794406	-0.0232166655546	-0.00663490126925	-0.00218611279064	-0.00396521484682	-0.0040134960848	0.00467768053733	0.00121905749179	-0.0012448697929	-0.0011249051318	-0.00227697198605	-0.000208280514724	0.0110153685769	-0.00434935294458	-0.0110371800159	-0.00629887070186	0.00870881946701	-0.0125023861245	0.00307263482675	0.00787098515822	-0.00622587768956	0.0115920340002	-0.00233581364952	-0.000625716857381	0.00161932858733	-0.00658869103362	0.00399552064264	-0.000809372412561	0.00484122653865	-0.00364594638591	0.00284380756823	0.00281504639567	0.000813358989553	-0.00205066750901	0.00126689299354	-0.00208612701822	0.00183288555555	0.00132600963695	0.000178381387077	-5.2020448323e-05	-0.00131639977779	2.4568003147e-09
SKW180	0.372062162139	-0.10064539625	0.0336978947277	-0.0163178509731	0.06346278855	-0.0367013515006	0.039129995464	-0.0742164238812	0.0690896488373	-0.00791355205469	-0.0035129348226	0.0145005052308	0.0261778246876	-0.0176665698338	-0.0356754183152	-0.0251158593451	0.0438082988206	0.00881145066811	0.0144338868651	0.0556790058729	-0.0256431024862	0.00181623241932	0.033769947507	0.00219765533083	-0.00403937473263	-0.0174832762458	0.00888086303865	-0.00524015925412	-0.00698652097427	0.0197062154459	0.0118361604546	-0.00217069655721	0.0164442386532	0.00135377154865	-0.0123466938328	0.004500891138	-0.0227935310278	0.0156180790178	0.0101523182132	-0.00181888920152	0.0177165004007	-0.00768791171392	0.00407632972786	-0.0135857082641	-0.0085494138051	0.0160837787722	-0.00175413727488	-0.0289717798996	0.0128700211857	-0.0248822963113	0.00838780228256	-0.0165035521425	-0.0027945303459	0.00942297725663	-0.0244915776197	-0.0329908226926	-0.0134550709096	-0.00520270402547	0.00651992751696	-0.0136338638598	-0.00613159901435	-0.00620652598327	0.00841555192825	0.00787759847753	0.00537627239075	0.0320084024733	-0.0102125802417	0.0128192947645	-0.0134895273307	-0.0117997154842	-0.0079148357255	-0.0034499327575	-0.0168242598089	0.0154241967478	0.0144826691612	-0.0121991820116	0.00229541732223	0.0245491390532	-0.00228971935982	0.00481158720151	0.0146647356609	-0.00109616208947	-0.00115067915804	0.0113211374843	-0.00694494691766	0.00168307021691	0.00457159412737	-0.00392106423095	0.000800224729172	-0.00312486863005	2.45680031471e-09
