	SKW122	SKW133	SKW17	SKW120	SKW152	SKW150	SKW159	SKW184	SKW165	SKW180	SKW112	SKW105	SKW181	SKW110	SKW114	SKW149	SKW153	SKW179	SKW154	SKW128	SKW109	SKW177	SKW124	SKW144	SKW148	SKW167	SKW185	SKW178	SKW168	SKW106	SKW139	SKW138	SKW119	SKW162	SKW137	SKW104	SKW101	SKW131	SKW129	SKW147	SKW111	SKW99	SKW117	SKW182	SKW125	SKW135	SKW116	SKW141	SKW155	SKW142	SKW134	SKW102	SKW160	SKW170	SKW118	SKW173	SKW164	SKW98	SKW123	SKW130	SKW100	SKW108	SKW163	SKW176	SKW136	SKW121	SKW143	SKW186	SKW183	SKW172	SKW175	SKW174	SKW171	SKW113	SKW169	SKW126	SKW115	SKW166	SKW145	SKW140	SKW107	SKW151	SKW161	SKW146	SKW158	SKW97	SKW103	SKW156	SKW132	SKW157	SKW127
SKW112	0.58141160028	0.198462613557	0.99930118798	0.728162124389	0.317260656883	0.450034940601	0.900768693222	0.751222921034	0.544374563242	0.666666666667	0.0	0.429070580014	0.750524109015	0.116002795248	0.490566037736	0.186582809224	0.21034241789	0.788958770091	0.324947589099	0.732354996506	0.183787561146	0.505241090147	0.360587002096	0.815513626834	0.624039133473	0.366876310273	0.604472396925	0.671558350804	0.542976939203	0.185185185185	0.180992313068	0.437456324249	0.0957372466806	0.227812718379	0.650593990217	0.255066387142	0.325646401118	0.721872816212	0.492662473795	0.54856743536	0.411600279525	0.813417190776	0.54856743536	0.733053808526	0.728162124389	0.271837875611	0.308176100629	0.607267645003	0.336827393431	0.816911250874	0.192173305381	0.786862334032	0.391334730957	0.856044723969	0.815513626834	0.808525506639	0.321453529001	0.19357092942	0.489867225716	0.916142557652	0.824598183089	0.736547868623	0.495457721873	0.70999301188	0.662473794549	0.734451432565	0.62962962963	0.730957372467	0.696715583508	0.590496156534	0.719077568134	0.768693221523	0.825995807128	0.568134171908	0.865828092243	0.66107617051	0.734451432565	0.718378756115	0.918238993711	0.571628232006	0.933612858141	0.176100628931	0.819706498952	0.785464709993	0.48357791754	0.178895877009	0.62962962963	0.95108315863	0.116701607268	0.600279524808	0.176100628931
SKW105	0.40251572327	0.59748427673	0.99930118798	0.557651991614	0.352201257862	0.196366177498	0.768693221523	0.562543675751	0.45143256464	0.459818308875	0.429070580014	0.0	0.554856743536	0.473794549266	0.424178895877	0.579315164221	0.561146051712	0.590496156534	0.382250174703	0.609364081062	0.549965059399	0.303983228512	0.341719077568	0.714185883997	0.494758909853	0.444444444444	0.417190775681	0.485674353599	0.471698113208	0.523410202655	0.578616352201	0.256464011181	0.454227812718	0.459119496855	0.374563242488	0.471698113208	0.348008385744	0.457721872816	0.442348008386	0.321453529001	0.349406009783	0.622641509434	0.287211740042	0.534591194969	0.463312368973	0.462613556953	0.429070580014	0.477288609364	0.537386443047	0.713487071978	0.457721872816	0.587002096436	0.171208944794	0.671558350804	0.582809224319	0.617051013277	0.503144654088	0.592592592593	0.229909154437	0.767295597484	0.642208245982	0.638015373864	0.450733752621	0.508735150245	0.550663871419	0.605171208945	0.521313766597	0.536687631027	0.501747030049	0.385045422781	0.490566037736	0.576519916143	0.638015373864	0.426275331936	0.682040531097	0.429769392034	0.605171208945	0.45213137666	0.818308874913	0.476589797345	0.816911250874	0.559748427673	0.574423480084	0.530398322851	0.229210342418	0.563242487771	0.464011180992	0.853249475891	0.506638714186	0.506638714186	0.569531795947
SKW181	0.665967854647	0.858839972048	0.99930118798	0.840670859539	0.819706498952	0.575122292103	0.962962962963	0.312368972746	0.742837176799	0.140461215933	0.750524109015	0.554856743536	0.0	0.780573025856	0.767994409504	0.853948287911	0.853249475891	0.0929419986024	0.695317959469	0.772187281621	0.85534591195	0.310971348707	0.64570230608	0.835779175402	0.787561146052	0.812019566737	0.365478686233	0.116701607268	0.848357791754	0.79105520615	0.844863731656	0.487071977638	0.744933612858	0.830887491265	0.343815513627	0.748427672956	0.546470999301	0.382250174703	0.79035639413	0.481481481481	0.703703703704	0.113906359189	0.607267645003	0.0517120894479	0.333333333333	0.829489867226	0.772886093641	0.798043326345	0.791754018169	0.834381551363	0.797344514326	0.698812019567	0.534591194969	0.178895877009	0.763801537386	0.119496855346	0.797344514326	0.853948287911	0.505939902166	0.307477288609	0.129979035639	0.840670859539	0.814814814815	0.0754716981132	0.849056603774	0.749126484976	0.783368273934	0.0566037735849	0.0824598183089	0.393431167016	0.316561844864	0.0971348707198	0.146051712089	0.700908455625	0.205450733753	0.301187980433	0.761705101328	0.379454926625	0.921034241789	0.837176799441	0.90286512928	0.835779175402	0.221523410203	0.201956673655	0.530398322851	0.830188679245	0.772886093641	0.964360587002	0.767994409504	0.853948287911	0.83857442348
SKW110	0.617749825297	0.167016072676	0.99930118798	0.756114605171	0.33822501747	0.50034940601	0.929419986024	0.819706498952	0.534591194969	0.702306079665	0.116002795248	0.473794549266	0.780573025856	0.0	0.482180293501	0.152341020266	0.19426974144	0.814116002795	0.331236897275	0.718378756115	0.126484975542	0.496156533892	0.388539482879	0.801537386443	0.603773584906	0.294199860238	0.652690426275	0.696016771488	0.508036338225	0.19357092942	0.146051712089	0.410901467505	0.0943396226415	0.207547169811	0.652690426275	0.251572327044	0.343116701607	0.735849056604	0.482879105521	0.558350803634	0.406708595388	0.835779175402	0.601677148847	0.756114605171	0.727463312369	0.252969951083	0.296296296296	0.58141160028	0.350104821803	0.796645702306	0.170510132774	0.784765897973	0.43535988819	0.881201956674	0.882599580713	0.832285115304	0.313766596785	0.163522012579	0.468902865129	0.937805730259	0.848357791754	0.719077568134	0.473095737247	0.730258560447	0.615653389238	0.701607267645	0.622641509434	0.755415793152	0.72606568833	0.607966457023	0.721872816212	0.786163522013	0.849755415793	0.576519916143	0.891684136967	0.66107617051	0.721174004193	0.724668064291	0.906359189378	0.562543675751	0.923829489867	0.132774283718	0.823899371069	0.788259958071	0.487770789658	0.12928022362	0.591893780573	0.924528301887	0.106219426974	0.573724668064	0.140461215933
SKW114	0.550663871419	0.546470999301	0.99930118798	0.690426275332	0.433962264151	0.544374563242	0.911250873515	0.828791055206	0.546470999301	0.701607267645	0.490566037736	0.424178895877	0.767994409504	0.482180293501	0.0	0.533892382949	0.519217330538	0.780573025856	0.316561844864	0.531097134871	0.498951781971	0.526205450734	0.417190775681	0.713487071978	0.361984626136	0.40391334731	0.67714884696	0.703703703704	0.443745632425	0.410901467505	0.525506638714	0.375960866527	0.477987421384	0.408106219427	0.450034940601	0.328441649196	0.505241090147	0.573724668064	0.107617051013	0.450733752621	0.334730957372	0.749825296995	0.48427672956	0.736547868623	0.634521313767	0.401118099231	0.259259259259	0.351502445842	0.262054507338	0.707197763802	0.395527603075	0.723969252271	0.433962264151	0.851851851852	0.877009084556	0.734451432565	0.401118099231	0.539482879106	0.420684835779	0.974842767296	0.819706498952	0.635220125786	0.292802236198	0.722571628232	0.562543675751	0.658280922432	0.531097134871	0.732354996506	0.708595387841	0.489867225716	0.704402515723	0.754018169113	0.780573025856	0.511530398323	0.870020964361	0.547169811321	0.373165618449	0.599580712788	0.811320754717	0.465408805031	0.682040531097	0.523410202655	0.780573025856	0.734451432565	0.434661076171	0.522012578616	0.434661076171	0.853249475891	0.519916142558	0.501747030049	0.519916142558
SKW149	0.738644304682	0.138364779874	0.99930118798	0.763801537386	0.321453529001	0.592592592593	0.976939203354	0.890985324948	0.626834381551	0.783368273934	0.186582809224	0.579315164221	0.853948287911	0.152341020266	0.533892382949	0.0	0.155835080363	0.876310272537	0.359189378057	0.763102725367	0.0971348707198	0.595387840671	0.489867225716	0.825995807128	0.634521313767	0.399720475192	0.733053808526	0.762403913347	0.543675751223	0.211041229909	0.0964360587002	0.53249475891	0.162124388539	0.233403214535	0.744933612858	0.329140461216	0.411600279525	0.827393431167	0.493361285814	0.647798742138	0.484975541579	0.902166317261	0.707197763802	0.82180293501	0.813417190776	0.282320055905	0.346610761705	0.573724668064	0.357791754018	0.82320055905	0.201257861635	0.863731656184	0.539482879106	0.944793850454	0.976939203354	0.896575821104	0.341719077568	0.0475192173305	0.571628232006	0.996505939902	0.913347309574	0.746331236897	0.503144654088	0.798742138365	0.64500349406	0.814814814815	0.686233403215	0.819007686932	0.788958770091	0.679944095038	0.814814814815	0.856743535989	0.914744933613	0.668064290706	0.954577218728	0.748427672956	0.777078965758	0.818308874913	0.945492662474	0.589098532495	0.956673654787	0.101327742837	0.912648497554	0.879105520615	0.555555555556	0.106918238994	0.621942697414	0.948287910552	0.0943396226415	0.599580712788	0.062893081761
SKW153	0.70929419986	0.229909154437	0.99930118798	0.732354996506	0.303284416492	0.573724668064	0.95108315863	0.892382948987	0.589797344514	0.776380153739	0.21034241789	0.561146051712	0.853249475891	0.19426974144	0.519217330538	0.155835080363	0.0	0.877707896576	0.35429769392	0.734451432565	0.198462613557	0.577218728162	0.468902865129	0.800139762404	0.614255765199	0.380852550664	0.727463312369	0.75751222921	0.510831586303	0.200559049616	0.214535290007	0.508036338225	0.171208944794	0.211041229909	0.724668064291	0.315164220825	0.400419287212	0.810621942697	0.473095737247	0.633822501747	0.453529000699	0.90286512928	0.689727463312	0.820405310971	0.79035639413	0.252969951083	0.324248777079	0.554157931516	0.352900069881	0.797344514326	0.1928721174	0.835080363382	0.522012578616	0.946890286513	0.963661774983	0.897973445143	0.32215234102	0.17749825297	0.552760307477	0.997204751922	0.915443745632	0.726764500349	0.474493361286	0.796645702306	0.625436757512	0.79035639413	0.66177498253	0.818308874913	0.78965758211	0.676450034941	0.798742138365	0.853948287911	0.916841369672	0.652690426275	0.955974842767	0.721174004193	0.749825296995	0.801537386443	0.921733053809	0.566736547869	0.942697414396	0.216631726066	0.892382948987	0.860936408106	0.528301886792	0.222222222222	0.592592592593	0.921034241789	0.197763801537	0.569531795947	0.150943396226
SKW179	0.701607267645	0.893081761006	0.998602375961	0.878406708595	0.85464709993	0.610761705101	0.966457023061	0.321453529001	0.766596785465	0.187281621244	0.788958770091	0.590496156534	0.0929419986024	0.814116002795	0.780573025856	0.876310272537	0.877707896576	0.0	0.706498951782	0.778476589797	0.879105520615	0.33822501747	0.700908455625	0.859538784067	0.793151642208	0.837176799441	0.410901467505	0.16142557652	0.872816212439	0.798742138365	0.8714185884	0.496855345912	0.77428371768	0.852550663871	0.368972746331	0.75751222921	0.570230607966	0.393431167016	0.800139762404	0.488469601677	0.729559748428	0.0614954577219	0.630328441649	0.101327742837	0.356394129979	0.850454227813	0.775681341719	0.805031446541	0.804332634521	0.857442348008	0.832983927324	0.691125087352	0.575122292103	0.113906359189	0.772187281621	0.0733752620545	0.808525506639	0.883997204752	0.505241090147	0.259259259259	0.0705800139762	0.860936408106	0.842068483578	0.131376659679	0.873515024458	0.777078965758	0.82180293501	0.0740740740741	0.116002795248	0.421383647799	0.345911949686	0.0607966457023	0.078965758211	0.728162124389	0.146051712089	0.326345213138	0.772187281621	0.38784067086	0.914744933613	0.863032844165	0.879105520615	0.865129280224	0.168413696716	0.197064989518	0.556254367575	0.862334032145	0.770090845563	0.954577218728	0.795248078267	0.876310272537	0.863731656184
SKW154	0.529699510832	0.43605870021	0.99930118798	0.704402515723	0.257162823201	0.461914744934	0.904961565339	0.747728860936	0.470300489168	0.624737945493	0.324947589099	0.382250174703	0.695317959469	0.331236897275	0.316561844864	0.359189378057	0.35429769392	0.706498951782	0.0	0.615653389238	0.389937106918	0.448637316562	0.317260656883	0.760307477289	0.441649196366	0.336827393431	0.59608665269	0.624737945493	0.489168413697	0.314465408805	0.415094339623	0.303983228512	0.297693920335	0.345213137666	0.452830188679	0.215932914046	0.316561844864	0.576519916143	0.299091544375	0.375960866527	0.29000698812	0.676450034941	0.41858839972	0.666666666667	0.601677148847	0.341020265549	0.205450733753	0.383647798742	0.311670160727	0.758909853249	0.339622641509	0.684835779175	0.379454926625	0.776380153739	0.805031446541	0.663172606569	0.329140461216	0.368273934312	0.328441649196	0.899371069182	0.743535988819	0.681341719078	0.415793151642	0.650593990217	0.590496156534	0.665269042628	0.577917540182	0.659678546471	0.639412997904	0.445842068484	0.62823200559	0.678546470999	0.705101327743	0.486373165618	0.792452830189	0.475192173305	0.559748427673	0.589797344514	0.858839972048	0.519217330538	0.758909853249	0.413696715584	0.749126484976	0.705101327743	0.378756114605	0.412299091544	0.466806429071	0.898672257163	0.319357092942	0.542976939203	0.310272536688
SKW128	0.361984626136	0.786862334032	0.99930118798	0.523410202655	0.621942697414	0.695317959469	0.880503144654	0.831586303284	0.637316561845	0.704402515723	0.732354996506	0.609364081062	0.772187281621	0.718378756115	0.531097134871	0.763102725367	0.734451432565	0.778476589797	0.615653389238	0.0	0.733752620545	0.698812019567	0.59748427673	0.394129979036	0.447938504542	0.553459119497	0.722571628232	0.710691823899	0.401118099231	0.66177498253	0.765199161426	0.619846261356	0.707197763802	0.589797344514	0.549266247379	0.643605870021	0.74213836478	0.464709993012	0.486373165618	0.624039133473	0.425576519916	0.802935010482	0.598183088749	0.737945492662	0.642208245982	0.494060097834	0.554856743536	0.534591194969	0.651292802236	0.37037037037	0.620545073375	0.446540880503	0.673654786862	0.85464709993	0.879804332635	0.798043326345	0.617749825297	0.777777777778	0.621243885395	0.978336827393	0.82250174703	0.382250174703	0.408106219427	0.723969252271	0.40251572327	0.395527603075	0.303284416492	0.732354996506	0.710691823899	0.684136967156	0.703004891684	0.75751222921	0.818308874913	0.41928721174	0.87071977638	0.593990216632	0.259958071279	0.456324248777	0.539482879106	0.414395527603	0.517120894479	0.755415793152	0.763102725367	0.69322152341	0.566037735849	0.762403913347	0.255066387142	0.517819706499	0.758909853249	0.380852550664	0.749825296995
