	SKW122	SKW133	SKW17	SKW120	SKW152	SKW150	SKW159	SKW184	SKW165	SKW180	SKW112	SKW105	SKW181	SKW110	SKW114	SKW149	SKW153	SKW179	SKW154	SKW128	SKW109	SKW177	SKW124	SKW144	SKW148	SKW167	SKW185	SKW178	SKW168	SKW106	SKW139	SKW138	SKW119	SKW162	SKW137	SKW104	SKW101	SKW131	SKW129	SKW147	SKW111	SKW99	SKW117	SKW182	SKW125	SKW135	SKW116	SKW141	SKW155	SKW142	SKW134	SKW102	SKW160	SKW170	SKW118	SKW173	SKW164	SKW98	SKW123	SKW130	SKW100	SKW108	SKW163	SKW176	SKW136	SKW121	SKW143	SKW186	SKW183	SKW172	SKW175	SKW174	SKW171	SKW113	SKW169	SKW126	SKW115	SKW166	SKW145	SKW140	SKW107	SKW151	SKW161	SKW146	SKW158	SKW97	SKW103	SKW156	SKW132	SKW157	SKW127
SKW109	0.700908455625	0.139063591894	0.99930118798	0.750524109015	0.356394129979	0.560447239693	0.936408106219	0.886093640811	0.589797344514	0.779175401817	0.183787561146	0.549965059399	0.85534591195	0.126484975542	0.498951781971	0.0971348707198	0.198462613557	0.879105520615	0.389937106918	0.733752620545	0.0	0.578616352201	0.482879105521	0.798043326345	0.59678546471	0.359888190077	0.723270440252	0.756114605171	0.511530398323	0.199860237596	0.0412299091544	0.495457721873	0.162823200559	0.204751921733	0.70929419986	0.303983228512	0.40251572327	0.79105520615	0.480083857442	0.61215932914	0.461215932914	0.9035639413	0.670859538784	0.82320055905	0.777078965758	0.248777078966	0.315164220825	0.584905660377	0.352900069881	0.795248078267	0.164220824598	0.844164919637	0.503843466108	0.946890286513	0.941299790356	0.900069881202	0.314465408805	0.0726764500349	0.544374563242	0.997204751922	0.915443745632	0.707896575821	0.466107617051	0.798043326345	0.622641509434	0.776380153739	0.658979734451	0.821104122991	0.79105520615	0.681341719078	0.77358490566	0.857442348008	0.916841369672	0.62893081761	0.958071278826	0.717679944095	0.744933612858	0.786163522013	0.911949685535	0.554856743536	0.921733053809	0.0538085255066	0.875611460517	0.844164919637	0.544374563242	0.058001397624	0.61215932914	0.918238993711	0.122990915444	0.568832983927	0.126484975542
SKW177	0.556953179595	0.614954577219	0.99930118798	0.765199161426	0.546470999301	0.308176100629	0.941998602376	0.339622641509	0.497554157932	0.234800838574	0.505241090147	0.303983228512	0.310971348707	0.496156533892	0.526205450734	0.595387840671	0.577218728162	0.33822501747	0.448637316562	0.698812019567	0.578616352201	0.0	0.404612159329	0.80573025856	0.577218728162	0.514325646401	0.264150943396	0.20964360587	0.575821104123	0.545073375262	0.576519916143	0.233403214535	0.471698113208	0.563242487771	0.266247379455	0.504542278127	0.281621243885	0.362683438155	0.543675751223	0.279524807827	0.443745632425	0.361984626136	0.477987421384	0.277428371768	0.291404612159	0.558350803634	0.524807826695	0.56394129979	0.559049615653	0.801537386443	0.538085255066	0.670160726765	0.273235499651	0.411600279525	0.758909853249	0.364779874214	0.549965059399	0.59678546471	0.233403214535	0.517120894479	0.378756114605	0.712089447939	0.533892382949	0.252271139064	0.619147449336	0.67714884696	0.62823200559	0.279524807827	0.250174703005	0.27393431167	0.284416491964	0.321453529001	0.382948986723	0.503843466108	0.43535988819	0.24178895877	0.703004891684	0.35499650594	0.902166317261	0.571628232006	0.904961565339	0.575122292103	0.410901467505	0.363382250175	0.259958071279	0.56394129979	0.569531795947	0.943396226415	0.512928022362	0.589098532495	0.575122292103
SKW124	0.457721872816	0.522012578616	0.99930118798	0.69392033543	0.383647798742	0.422781271838	0.897274633124	0.686233403215	0.478686233403	0.556254367575	0.360587002096	0.341719077568	0.64570230608	0.388539482879	0.417190775681	0.489867225716	0.468902865129	0.700908455625	0.317260656883	0.59748427673	0.482879105521	0.404612159329	0.0	0.771488469602	0.558350803634	0.416491963662	0.520614954577	0.576519916143	0.507337526205	0.433263452131	0.50034940601	0.307477288609	0.364779874214	0.454926624738	0.53249475891	0.394129979036	0.397624039133	0.633822501747	0.399720475192	0.471698113208	0.318658280922	0.722571628232	0.463312368973	0.626834381551	0.61215932914	0.454926624738	0.406708595388	0.523410202655	0.443745632425	0.784765897973	0.438853948288	0.701607267645	0.359888190077	0.780573025856	0.786163522013	0.723270440252	0.432564640112	0.498951781971	0.360587002096	0.896575821104	0.738644304682	0.691823899371	0.424178895877	0.601677148847	0.598881900769	0.665269042628	0.59678546471	0.631726065688	0.598881900769	0.480083857442	0.603773584906	0.692522711391	0.747030048917	0.496855345912	0.805031446541	0.526205450734	0.675052410901	0.626135569532	0.870020964361	0.547169811321	0.864430468204	0.487071977638	0.77428371768	0.722571628232	0.397624039133	0.481481481481	0.523410202655	0.924528301887	0.413696715584	0.573025856045	0.475890985325
SKW144	0.510132774284	0.851153039832	0.99930118798	0.561844863732	0.683438155136	0.763102725367	0.893780573026	0.876310272537	0.730258560447	0.815513626834	0.815513626834	0.714185883997	0.835779175402	0.801537386443	0.713487071978	0.825995807128	0.800139762404	0.859538784067	0.760307477289	0.394129979036	0.798043326345	0.80573025856	0.771488469602	0.0	0.584905660377	0.62893081761	0.819706498952	0.811320754717	0.470999301188	0.770789657582	0.836477987421	0.7749825297	0.791754018169	0.641509433962	0.701607267645	0.791754018169	0.825296995108	0.552061495458	0.648497554158	0.767295597484	0.560447239693	0.88749126485	0.715583508036	0.831586303284	0.724668064291	0.570929419986	0.69392033543	0.660377358491	0.815513626834	0.267645003494	0.704402515723	0.215932914046	0.756114605171	0.930118798043	0.895178197065	0.881900768693	0.756813417191	0.844863731656	0.762403913347	0.997204751922	0.898672257163	0.359888190077	0.496156533892	0.835080363382	0.229210342418	0.198462613557	0.382250174703	0.818308874913	0.824598183089	0.832983927324	0.771488469602	0.842068483578	0.900069881202	0.503843466108	0.939203354298	0.72536687631	0.408805031447	0.535290006988	0.264849755416	0.482180293501	0.348008385744	0.837875611461	0.779175401817	0.70929419986	0.614255765199	0.849056603774	0.392033542977	0.372466806429	0.844164919637	0.364081062194	0.826694619147
SKW148	0.427672955975	0.654088050314	0.99930118798	0.54856743536	0.524109014675	0.591194968553	0.904262753319	0.842767295597	0.546470999301	0.708595387841	0.624039133473	0.494758909853	0.787561146052	0.603773584906	0.361984626136	0.634521313767	0.614255765199	0.793151642208	0.441649196366	0.447938504542	0.59678546471	0.577218728162	0.558350803634	0.584905660377	0.0	0.440251572327	0.691125087352	0.716981132075	0.390635918938	0.53249475891	0.636617749825	0.464011180992	0.583508036338	0.465408805031	0.447239692523	0.464011180992	0.626135569532	0.513626834382	0.316561844864	0.473095737247	0.334032145353	0.768693221523	0.50034940601	0.751921733054	0.649196366177	0.381551362683	0.368273934312	0.281621243885	0.511530398323	0.568832983927	0.480782669462	0.615653389238	0.558350803634	0.869322152341	0.904961565339	0.751222921034	0.529000698812	0.643605870021	0.48357791754	0.996505939902	0.837176799441	0.502445842068	0.350104821803	0.735150244584	0.429769392034	0.526205450734	0.430468204053	0.746331236897	0.72606568833	0.445842068484	0.714185883997	0.768693221523	0.798742138365	0.400419287212	0.888190076869	0.536687631027	0.331935709294	0.520614954577	0.698113207547	0.384346610762	0.510132774284	0.642208245982	0.765897973445	0.698113207547	0.482180293501	0.640810621943	0.293501048218	0.722571628232	0.64500349406	0.408106219427	0.625436757512
SKW167	0.487071977638	0.417889587701	0.99930118798	0.598183088749	0.292802236198	0.510831586303	0.900069881202	0.845562543676	0.519217330538	0.734451432565	0.366876310273	0.444444444444	0.812019566737	0.294199860238	0.40391334731	0.399720475192	0.380852550664	0.837176799441	0.336827393431	0.553459119497	0.359888190077	0.514325646401	0.416491963662	0.62893081761	0.440251572327	0.0	0.675751222921	0.713487071978	0.350104821803	0.380852550664	0.38714185884	0.424178895877	0.335429769392	0.246680642907	0.589797344514	0.348707197764	0.369671558351	0.604472396925	0.347309573725	0.563242487771	0.269741439553	0.860936408106	0.583508036338	0.779175401817	0.698812019567	0.207547169811	0.285115303983	0.450733752621	0.397624039133	0.623340321454	0.27393431167	0.654786862334	0.417889587701	0.904961565339	0.892382948987	0.856743535989	0.368972746331	0.406009783368	0.470999301188	0.969252271139	0.873515024458	0.54856743536	0.300489168414	0.753319357093	0.453529000699	0.570929419986	0.46750524109	0.779175401817	0.749825296995	0.633123689727	0.722571628232	0.810621942697	0.874912648498	0.444444444444	0.91893780573	0.665269042628	0.561844863732	0.594689028651	0.745632424878	0.401816911251	0.763801537386	0.376659678546	0.762403913347	0.705800139762	0.445842068484	0.375262054507	0.424877707897	0.753319357093	0.383647798742	0.40251572327	0.38644304682
SKW185	0.489867225716	0.74143955276	0.99930118798	0.716981132075	0.668064290706	0.397624039133	0.890985324948	0.190076869322	0.538085255066	0.275331935709	0.604472396925	0.417190775681	0.365478686233	0.652690426275	0.67714884696	0.733053808526	0.727463312369	0.410901467505	0.59608665269	0.722571628232	0.723270440252	0.264150943396	0.520614954577	0.819706498952	0.691125087352	0.675751222921	0.0	0.283018867925	0.723969252271	0.69392033543	0.707896575821	0.393431167016	0.625436757512	0.705101327743	0.285814116003	0.651991614256	0.421383647799	0.388539482879	0.698113207547	0.382948986723	0.600279524808	0.43535988819	0.479385045423	0.347309573725	0.345213137666	0.704402515723	0.676450034941	0.696715583508	0.700209643606	0.816911250874	0.678546470999	0.691125087352	0.382948986723	0.494758909853	0.735150244584	0.436757512229	0.701607267645	0.732354996506	0.367575122292	0.59678546471	0.45213137666	0.698812019567	0.684835779175	0.321453529001	0.712089447939	0.714884696017	0.662473794549	0.351502445842	0.317260656883	0.326345213138	0.307477288609	0.410202655486	0.461914744934	0.576519916143	0.520614954577	0.292802236198	0.724668064291	0.385045422781	0.915443745632	0.716282320056	0.921733053809	0.717679944095	0.501048218029	0.454926624738	0.412299091544	0.711390635919	0.67784765898	0.956673654787	0.651991614256	0.729559748428	0.714884696017
SKW178	0.605171208945	0.781271837876	0.99930118798	0.778476589797	0.737246680643	0.484975541579	0.954577218728	0.317260656883	0.640810621943	0.103424178896	0.671558350804	0.485674353599	0.116701607268	0.696016771488	0.703703703704	0.762403913347	0.75751222921	0.16142557652	0.624737945493	0.710691823899	0.756114605171	0.20964360587	0.576519916143	0.811320754717	0.716981132075	0.713487071978	0.283018867925	0.0	0.759608665269	0.717679944095	0.745632424878	0.421383647799	0.654786862334	0.739343116702	0.283717679944	0.679245283019	0.454227812718	0.37106918239	0.721174004193	0.411600279525	0.626834381551	0.187980433263	0.54786862334	0.0831586303284	0.308874912648	0.734451432565	0.697414395528	0.724668064291	0.728162124389	0.813417190776	0.703703703704	0.683438155136	0.458420684836	0.254367575122	0.763801537386	0.1928721174	0.723270440252	0.763801537386	0.424178895877	0.361984626136	0.205450733753	0.734451432565	0.715583508036	0.0573025856045	0.746331236897	0.714185883997	0.705800139762	0.0985324947589	0.062893081761	0.339622641509	0.271837875611	0.171907756813	0.221523410203	0.605171208945	0.279524807827	0.224318658281	0.714884696017	0.364081062194	0.907756813417	0.744933612858	0.910552061495	0.754716981132	0.265548567435	0.214535290007	0.438155136268	0.746331236897	0.703004891684	0.953179594689	0.679245283019	0.75821104123	0.746331236897
SKW168	0.422781271838	0.565338923829	0.99930118798	0.445842068484	0.41998602376	0.552061495458	0.890286512928	0.890286512928	0.53179594689	0.768693221523	0.542976939203	0.471698113208	0.848357791754	0.508036338225	0.443745632425	0.543675751223	0.510831586303	0.872816212439	0.489168413697	0.401118099231	0.511530398323	0.575821104123	0.507337526205	0.470999301188	0.390635918938	0.350104821803	0.723969252271	0.759608665269	0.0	0.533892382949	0.549965059399	0.494758909853	0.506638714186	0.364081062194	0.621243885395	0.525506638714	0.536687631027	0.586303284416	0.380153738644	0.592592592593	0.284416491964	0.900768693222	0.626834381551	0.818308874913	0.722571628232	0.304682040531	0.431865828092	0.458420684836	0.54786862334	0.461914744934	0.433263452131	0.534591194969	0.461914744934	0.943396226415	0.921034241789	0.895178197065	0.496855345912	0.56394129979	0.524109014675	0.995108315863	0.911949685535	0.41998602376	0.227113906359	0.794549266247	0.325646401118	0.459818308875	0.211041229909	0.815513626834	0.787561146052	0.671558350804	0.769392033543	0.850454227813	0.914744933613	0.300489168414	0.953179594689	0.678546470999	0.424178895877	0.568134171908	0.61355695318	0.183088749126	0.639412997904	0.545073375262	0.770090845563	0.710691823899	0.446540880503	0.554157931516	0.264849755416	0.589098532495	0.556254367575	0.246680642907	0.537386443047
SKW106	0.663871418588	0.227812718379	0.99930118798	0.780573025856	0.356394129979	0.577917540182	0.964360587002	0.846261355695	0.61285814116	0.723270440252	0.185185185185	0.523410202655	0.79105520615	0.19357092942	0.410901467505	0.211041229909	0.200559049616	0.798742138365	0.314465408805	0.66177498253	0.199860237596	0.545073375262	0.433263452131	0.770789657582	0.53249475891	0.380852550664	0.69392033543	0.717679944095	0.533892382949	0.0	0.206848357792	0.424178895877	0.184486373166	0.205450733753	0.637316561845	0.206149545772	0.400419287212	0.66107617051	0.393431167016	0.53249475891	0.426974143955	0.80642907058	0.533193570929	0.756813417191	0.736547868623	0.247379454927	0.232005590496	0.511530398323	0.248078266946	0.800838574423	0.172606568833	0.827393431167	0.519916142558	0.869322152341	0.927323549965	0.802236198463	0.245283018868	0.218029350105	0.474493361286	0.991614255765	0.837176799441	0.70999301188	0.463312368973	0.744234800839	0.651991614256	0.776380153739	0.644304682041	0.751222921034	0.728860936408	0.583508036338	0.748427672956	0.772886093641	0.819706498952	0.606568832984	0.88679245283	0.631726065688	0.659678546471	0.664570230608	0.883298392732	0.554157931516	0.800838574423	0.214535290007	0.885394828791	0.833682739343	0.53179594689	0.220824598183	0.538784067086	0.942697414396	0.215932914046	0.590496156534	0.204053109713
SKW139	0.730258560447	0.139063591894	0.99930118798	0.779175401817	0.393431167016	0.578616352201	0.960167714885	0.867924528302	0.610761705101	0.772187281621	0.180992313068	0.578616352201	0.844863731656	0.146051712089	0.525506638714	0.0964360587002	0.214535290007	0.8714185884	0.415094339623	0.765199161426	0.0412299091544	0.576519916143	0.50034940601	0.836477987421	0.636617749825	0.38714185884	0.707896575821	0.745632424878	0.549965059399	0.206848357792	0.0	0.524109014675	0.173305380853	0.245283018868	0.738644304682	0.320754716981	0.405310971349	0.815513626834	0.512928022362	0.639412997904	0.488469601677	0.893780573026	0.696715583508	0.812019566737	0.794549266247	0.289308176101	0.345213137666	0.619147449336	0.357791754018	0.833682739343	0.199860237596	0.87071977638	0.530398322851	0.937106918239	0.969252271139	0.890985324948	0.345213137666	0.0663871418588	0.560447239693	0.988120195667	0.905660377358	0.737246680643	0.496156533892	0.788259958071	0.653389238295	0.8071278826	0.690426275332	0.813417190776	0.781271837876	0.670859538784	0.791754018169	0.848357791754	0.907058001398	0.658280922432	0.948287910552	0.744933612858	0.776380153739	0.812019566737	0.941998602376	0.593990216632	0.952480782669	0.0349406009783	0.906359189378	0.872816212439	0.573025856045	0.0391334730957	0.642907058001	0.959468902865	0.111809923131	0.605870020964	0.118099231307
SKW138	0.494758909853	0.54786862334	0.99930118798	0.749825296995	0.45213137666	0.298392732355	0.922431865828	0.555555555556	0.477288609364	0.410901467505	0.437456324249	0.256464011181	0.487071977638	0.410901467505	0.375960866527	0.53249475891	0.508036338225	0.496855345912	0.303983228512	0.619846261356	0.495457721873	0.233403214535	0.307477288609	0.7749825297	0.464011180992	0.424178895877	0.393431167016	0.421383647799	0.494758909853	0.424178895877	0.524109014675	0.0	0.388539482879	0.464709993012	0.310272536688	0.368273934312	0.245981830887	0.423480083857	0.398322851153	0.247379454927	0.323549965059	0.504542278127	0.399720475192	0.450733752621	0.425576519916	0.453529000699	0.368972746331	0.487071977638	0.424178895877	0.737945492662	0.436757512229	0.642208245982	0.221523410203	0.582110412299	0.734451432565	0.503843466108	0.429070580014	0.538085255066	0.156533892383	0.726764500349	0.543675751223	0.691125087352	0.437456324249	0.433962264151	0.610761705101	0.619147449336	0.59678546471	0.454926624738	0.426974143955	0.276030747729	0.423480083857	0.486373165618	0.529000698812	0.482180293501	0.61355695318	0.320055904962	0.607966457023	0.431167016073	0.87071977638	0.534591194969	0.82320055905	0.507337526205	0.591194968553	0.546470999301	0.215932914046	0.50034940601	0.449336128581	0.911949685535	0.450733752621	0.560447239693	0.509433962264
SKW119	0.591893780573	0.199860237596	0.99930118798	0.749825296995	0.340321453529	0.475192173305	0.936408106219	0.78965758211	0.508735150245	0.663172606569	0.0957372466806	0.454227812718	0.744933612858	0.0943396226415	0.477987421384	0.162124388539	0.171208944794	0.77428371768	0.297693920335	0.707197763802	0.162823200559	0.471698113208	0.364779874214	0.791754018169	0.583508036338	0.335429769392	0.625436757512	0.654786862334	0.506638714186	0.184486373166	0.173305380853	0.388539482879	0.0	0.200559049616	0.614954577219	0.254367575122	0.308176100629	0.70929419986	0.464709993012	0.534591194969	0.359189378057	0.800139762404	0.58001397624	0.711390635919	0.671558350804	0.246680642907	0.29070580014	0.577218728162	0.337526205451	0.784067085954	0.164220824598	0.739343116702	0.424877707897	0.846261355695	0.863731656184	0.796645702306	0.310971348707	0.179594689029	0.449336128581	0.907756813417	0.814814814815	0.710691823899	0.460517120894	0.689727463312	0.617749825297	0.687631027254	0.618448637317	0.714185883997	0.681341719078	0.572327044025	0.689028651293	0.751222921034	0.816911250874	0.545073375262	0.860237596087	0.621942697414	0.708595387841	0.698113207547	0.900768693222	0.554856743536	0.928721174004	0.162823200559	0.791754018169	0.753319357093	0.41858839972	0.157931516422	0.577218728162	0.920335429769	0.0859538784067	0.574423480084	0.14465408805
SKW162	0.575821104123	0.25786163522	0.99930118798	0.615653389238	0.256464011181	0.528301886792	0.907756813417	0.87071977638	0.540880503145	0.75821104123	0.227812718379	0.459119496855	0.830887491265	0.207547169811	0.408106219427	0.233403214535	0.211041229909	0.852550663871	0.345213137666	0.589797344514	0.204751921733	0.563242487771	0.454926624738	0.641509433962	0.465408805031	0.246680642907	0.705101327743	0.739343116702	0.364081062194	0.205450733753	0.245283018868	0.464709993012	0.200559049616	0.0	0.605171208945	0.282320055905	0.399021663173	0.670859538784	0.35499650594	0.573724668064	0.321453529001	0.880503144654	0.601677148847	0.800139762404	0.703004891684	0.113906359189	0.228511530398	0.450034940601	0.331236897275	0.642208245982	0.104122990915	0.694619147449	0.455625436758	0.923130677848	0.906359189378	0.874912648498	0.282320055905	0.252271139064	0.510831586303	0.997204751922	0.891684136967	0.593990216632	0.327742837177	0.777078965758	0.525506638714	0.652690426275	0.471698113208	0.795248078267	0.767295597484	0.658280922432	0.747728860936	0.835080363382	0.893081761006	0.479385045423	0.932215234102	0.666666666667	0.607966457023	0.66107617051	0.781271837876	0.40321453529	0.802935010482	0.243885394829	0.765199161426	0.707197763802	0.431865828092	0.255765199161	0.460517120894	0.779175401817	0.251572327044	0.444444444444	0.232704402516
SKW137	0.458420684836	0.761705101328	0.99930118798	0.676450034941	0.639412997904	0.442348008386	0.907058001398	0.424877707897	0.568832983927	0.276030747729	0.650593990217	0.374563242488	0.343815513627	0.652690426275	0.450034940601	0.744933612858	0.724668064291	0.368972746331	0.452830188679	0.549266247379	0.70929419986	0.266247379455	0.53249475891	0.701607267645	0.447239692523	0.589797344514	0.285814116003	0.283717679944	0.621243885395	0.637316561845	0.738644304682	0.310272536688	0.614954577219	0.605171208945	0.0	0.522711390636	0.425576519916	0.206848357792	0.470999301188	0.257162823201	0.473794549266	0.340321453529	0.37037037037	0.312368972746	0.264849755416	0.603074772886	0.464709993012	0.463312368973	0.623340321454	0.690426275332	0.591194968553	0.573724668064	0.357092941999	0.446540880503	0.717679944095	0.325646401118	0.646401118099	0.752620545073	0.318658280922	0.587002096436	0.40251572327	0.622641509434	0.586303284416	0.296296296296	0.625436757512	0.593990216632	0.572327044025	0.311670160727	0.289308176101	0.21034241789	0.292103424179	0.353598881901	0.374563242488	0.480083857442	0.473794549266	0.116701607268	0.459818308875	0.215234102027	0.798043326345	0.61355695318	0.672257162823	0.728860936408	0.377358490566	0.330538085255	0.333333333333	0.730258560447	0.508036338225	0.8392732355	0.667365478686	0.627533193571	0.723969252271
SKW104	0.61285814116	0.341020265549	0.99930118798	0.772886093641	0.350803633823	0.525506638714	0.945492662474	0.80642907058	0.561844863732	0.681341719078	0.255066387142	0.471698113208	0.748427672956	0.251572327044	0.328441649196	0.329140461216	0.315164220825	0.75751222921	0.215932914046	0.643605870021	0.303983228512	0.504542278127	0.394129979036	0.791754018169	0.464011180992	0.348707197764	0.651991614256	0.679245283019	0.525506638714	0.206149545772	0.320754716981	0.368273934312	0.254367575122	0.282320055905	0.522711390636	0.0	0.357791754018	0.642208245982	0.329839273235	0.357791754018	0.379454926625	0.72606568833	0.503144654088	0.714884696017	0.692522711391	0.277428371768	0.117400419287	0.447239692523	0.232005590496	0.795946890287	0.275331935709	0.779175401817	0.464011180992	0.824598183089	0.881201956674	0.70929419986	0.244584206848	0.332634521314	0.41858839972	0.928721174004	0.792452830189	0.716282320056	0.456324248777	0.700209643606	0.644304682041	0.723969252271	0.610761705101	0.70929419986	0.686233403215	0.480083857442	0.696715583508	0.729559748428	0.753319357093	0.561146051712	0.842068483578	0.530398322851	0.573025856045	0.658280922432	0.890985324948	0.54786862334	0.763102725367	0.317959468903	0.833682739343	0.786862334032	0.480782669462	0.317260656883	0.521313766597	0.934311670161	0.288609364081	0.583508036338	0.317260656883
SKW101	0.638714185884	0.426974143955	0.99930118798	0.784067085954	0.399720475192	0.327044025157	0.956673654787	0.584905660377	0.518518518519	0.472396925227	0.325646401118	0.348008385744	0.546470999301	0.343116701607	0.505241090147	0.411600279525	0.400419287212	0.570230607966	0.316561844864	0.74213836478	0.40251572327	0.281621243885	0.397624039133	0.825296995108	0.626135569532	0.369671558351	0.421383647799	0.454227812718	0.536687631027	0.400419287212	0.405310971349	0.245981830887	0.308176100629	0.399021663173	0.425576519916	0.357791754018	0.0	0.51572327044	0.505939902166	0.336827393431	0.409503843466	0.594689028651	0.533193570929	0.514325646401	0.509433962264	0.401118099231	0.375960866527	0.61285814116	0.410901467505	0.821104122991	0.398322851153	0.714185883997	0.228511530398	0.637316561845	0.781271837876	0.589797344514	0.400419287212	0.424178895877	0.301886792453	0.69392033543	0.605870020964	0.74143955276	0.49965059399	0.490566037736	0.658280922432	0.737945492662	0.652690426275	0.512928022362	0.481481481481	0.37176799441	0.498252969951	0.549266247379	0.607267645003	0.540181691125	0.647798742138	0.440251572327	0.744933612858	0.509433962264	0.924528301887	0.582110412299	0.944793850454	0.400419287212	0.600978336827	0.566037735849	0.281621243885	0.40251572327	0.633123689727	0.945492662474	0.333333333333	0.594689028651	0.395527603075
SKW131	0.436757512229	0.8392732355	0.99930118798	0.593291404612	0.721174004193	0.524109014675	0.914046121593	0.441649196366	0.652690426275	0.357791754018	0.721872816212	0.457721872816	0.382250174703	0.735849056604	0.573724668064	0.827393431167	0.810621942697	0.393431167016	0.576519916143	0.464709993012	0.79105520615	0.362683438155	0.633822501747	0.552061495458	0.513626834382	0.604472396925	0.388539482879	0.37106918239	0.586303284416	0.66107617051	0.815513626834	0.423480083857	0.70929419986	0.670859538784	0.206848357792	0.642208245982	0.51572327044	0.0	0.538784067086	0.35429769392	0.46820405311	0.394129979036	0.450034940601	0.362683438155	0.273235499651	0.590496156534	0.610062893082	0.571628232006	0.697414395528	0.584206848358	0.69392033543	0.454227812718	0.433962264151	0.464709993012	0.703004891684	0.395527603075	0.695317959469	0.830887491265	0.401816911251	0.586303284416	0.429070580014	0.559748427673	0.559049615653	0.373165618449	0.587700908456	0.493361285814	0.517819706499	0.350803633823	0.366876310273	0.395527603075	0.324248777079	0.365478686233	0.410901467505	0.424877707897	0.48357791754	0.262054507338	0.438155136268	0.046820405311	0.655485674354	0.566037735849	0.587002096436	0.812019566737	0.380153738644	0.307477288609	0.422781271838	0.810621942697	0.485674353599	0.723270440252	0.746331236897	0.589797344514	0.814116002795
SKW129	0.514325646401	0.529000698812	0.99930118798	0.610062893082	0.388539482879	0.560447239693	0.91893780573	0.851851851852	0.561146051712	0.72606568833	0.492662473795	0.442348008386	0.79035639413	0.482879105521	0.107617051013	0.493361285814	0.473095737247	0.800139762404	0.299091544375	0.486373165618	0.480083857442	0.543675751223	0.399720475192	0.648497554158	0.316561844864	0.347309573725	0.698113207547	0.721174004193	0.380153738644	0.393431167016	0.512928022362	0.398322851153	0.464709993012	0.35499650594	0.470999301188	0.329839273235	0.505939902166	0.538784067086	0.0	0.470999301188	0.257162823201	0.771488469602	0.504542278127	0.75751222921	0.647798742138	0.320754716981	0.266946191474	0.291404612159	0.278127183788	0.643605870021	0.373165618449	0.670859538784	0.455625436758	0.872117400419	0.898672257163	0.754018169113	0.378756114605	0.501747030049	0.424178895877	0.995108315863	0.8392732355	0.575821104123	0.221523410203	0.743535988819	0.487071977638	0.623340321454	0.488469601677	0.752620545073	0.731656184486	0.522012578616	0.723969252271	0.772886093641	0.800838574423	0.474493361286	0.888190076869	0.556953179595	0.373165618449	0.562543675751	0.760307477289	0.407407407407	0.638714185884	0.517819706499	0.788259958071	0.719077568134	0.431865828092	0.521313766597	0.357092941999	0.788958770091	0.501048218029	0.43605870021	0.487071977638
SKW147	0.544374563242	0.659678546471	0.99930118798	0.745632424878	0.573025856045	0.348008385744	0.918238993711	0.536687631027	0.486373165618	0.412299091544	0.54856743536	0.321453529001	0.481481481481	0.558350803634	0.450733752621	0.647798742138	0.633822501747	0.488469601677	0.375960866527	0.624039133473	0.61215932914	0.279524807827	0.471698113208	0.767295597484	0.473095737247	0.563242487771	0.382948986723	0.411600279525	0.592592592593	0.53249475891	0.639412997904	0.247379454927	0.534591194969	0.573724668064	0.257162823201	0.357791754018	0.336827393431	0.35429769392	0.470999301188	0.0	0.45143256464	0.462613556953	0.373864430468	0.445842068484	0.394828791055	0.568832983927	0.414395527603	0.474493361286	0.529699510832	0.768693221523	0.566736547869	0.643605870021	0.287910552061	0.555555555556	0.721872816212	0.460517120894	0.550663871419	0.651292802236	0.224318658281	0.600978336827	0.523410202655	0.689028651293	0.561146051712	0.430468204053	0.617051013277	0.673654786862	0.591893780573	0.440251572327	0.417889587701	0.241090146751	0.411600279525	0.459119496855	0.48357791754	0.473095737247	0.573025856045	0.269042627533	0.583508036338	0.37037037037	0.865828092243	0.58071278826	0.767295597484	0.636617749825	0.537386443047	0.491963661775	0.275331935709	0.635918937806	0.494060097834	0.907058001398	0.567435359888	0.593990216632	0.635918937806
SKW111	0.361285814116	0.522711390636	0.99930118798	0.523410202655	0.331935709294	0.452830188679	0.873515024458	0.754716981132	0.431167016073	0.630328441649	0.411600279525	0.349406009783	0.703703703704	0.406708595388	0.334730957372	0.484975541579	0.453529000699	0.729559748428	0.29000698812	0.425576519916	0.461215932914	0.443745632425	0.318658280922	0.560447239693	0.334032145353	0.269741439553	0.600279524808	0.626834381551	0.284416491964	0.426974143955	0.488469601677	0.323549965059	0.359189378057	0.321453529001	0.473794549266	0.379454926625	0.409503843466	0.46820405311	0.257162823201	0.45143256464	0.0	0.756114605171	0.475890985325	0.670859538784	0.504542278127	0.234102026555	0.310272536688	0.341020265549	0.426974143955	0.537386443047	0.343815513627	0.488469601677	0.366177498253	0.802935010482	0.819706498952	0.753319357093	0.397624039133	0.491963661775	0.364779874214	0.910552061495	0.771488469602	0.503843466108	0.198462613557	0.650593990217	0.417889587701	0.466806429071	0.390635918938	0.672257162823	0.643605870021	0.53179594689	0.625436757512	0.706498951782	0.77358490566	0.336128581412	0.812718378756	0.534591194969	0.447938504542	0.457721872816	0.687631027254	0.355695317959	0.686233403215	0.487071977638	0.684136967156	0.618448637317	0.30607966457	0.48357791754	0.29000698812	0.69322152341	0.410202655486	0.346610761705	0.466806429071
